date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:24:53	1864/1864	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/assets/brand/bootstrap-outline.svg	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/assets/brand/bootstrap-outline.svg	(from http://getbootstrap.com/about/)
22:24:54	1647/1647	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/assets/brand/bootstrap-punchout.svg	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/assets/brand/bootstrap-punchout.svg	(from http://getbootstrap.com/about/)
22:24:55	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2004%20May%202016%2016:24:55%20GMT	http://getbootstrap.com/track.js	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/track.js	(from http://secure.gaug.es/track.js)
22:24:56	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2004%20May%202016%2016:24:56%20GMT	http://getbootstrap.com/track.gif	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/track.gif	(from http://secure.gaug.es/track.js)
22:24:56	519/519	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/assets/css/ie10-viewport-bug-workaround.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/assets/css/ie10-viewport-bug-workaround.css	(from http://getbootstrap.com/examples/starter-template/)
22:24:57	96/96	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/starter-template/starter-template.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/starter-template/starter-template.css	(from http://getbootstrap.com/examples/starter-template/)
22:24:57	1626/1626	---MCZ	200	added ('OK')	image/svg+xml	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/assets/brand/bootstrap-solid.svg	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/assets/brand/bootstrap-solid.svg	(from http://getbootstrap.com/about/)
22:24:57	23409/23409	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/dist/css/bootstrap-theme.min.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/dist/css/bootstrap-theme.min.css	(from http://getbootstrap.com/examples/theme/)
22:24:57	255/255	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/theme/theme.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/theme/theme.css	(from http://getbootstrap.com/examples/theme/)
22:24:58	362/362	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/grid/grid.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/grid/grid.css	(from http://getbootstrap.com/examples/grid/)
22:24:58	127/127	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/jumbotron/jumbotron.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/jumbotron/jumbotron.css	(from http://getbootstrap.com/examples/jumbotron/)
22:24:58	1411/1411	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/jumbotron-narrow/jumbotron-narrow.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/jumbotron-narrow/jumbotron-narrow.css	(from http://getbootstrap.com/examples/jumbotron-narrow/)
22:24:59	90/90	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/navbar/navbar.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/navbar/navbar.css	(from http://getbootstrap.com/examples/navbar/)
22:24:59	78/78	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/navbar-static-top/navbar-static-top.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/navbar-static-top/navbar-static-top.css	(from http://getbootstrap.com/examples/navbar-static-top/)
22:25:00	1688588/1688588	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/assets/js/customize.min.js	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/assets/js/customize.min.js	(from http://getbootstrap.com/customize/)
22:25:00	52/52	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/navbar-fixed-top/navbar-fixed-top.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/navbar-fixed-top/navbar-fixed-top.css	(from http://getbootstrap.com/examples/navbar-fixed-top/)
22:25:01	2531/2531	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/cover/cover.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/cover/cover.css	(from http://getbootstrap.com/examples/cover/)
22:25:01	2538/2538	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/carousel/carousel.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/carousel/carousel.css	(from http://getbootstrap.com/examples/carousel/)
22:25:01	21934/21934	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/assets/js/vendor/holder.min.js	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/assets/js/vendor/holder.min.js	(from http://getbootstrap.com/examples/carousel/)
22:25:01	2409/2409	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/blog/blog.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/blog/blog.css	(from http://getbootstrap.com/examples/blog/)
22:25:02	1557/1557	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/dashboard/dashboard.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/dashboard/dashboard.css	(from http://getbootstrap.com/examples/dashboard/)
22:25:02	793/793	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/signin/signin.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/signin/signin.css	(from http://getbootstrap.com/examples/signin/)
22:25:03	2257/2257	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/justified-nav/justified-nav.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/justified-nav/justified-nav.css	(from http://getbootstrap.com/examples/justified-nav/)
22:25:04	602/602	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/sticky-footer/sticky-footer.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/sticky-footer/sticky-footer.css	(from http://getbootstrap.com/examples/sticky-footer/)
22:25:04	178/178	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20May%202016%2016:25:05%20GMT	http://getbootstrap.com/examples/sticky-footer-navbar	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/sticky-footer-navbar	(from http://getbootstrap.com/examples/sticky-footer/)
22:25:05	678/678	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/sticky-footer-navbar/sticky-footer-navbar.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/sticky-footer-navbar/sticky-footer-navbar.css	(from http://getbootstrap.com/examples/sticky-footer-navbar/)
22:25:05	178/178	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2004%20May%202016%2016:25:06%20GMT	http://getbootstrap.com/examples/sticky-footer	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/sticky-footer	(from http://getbootstrap.com/examples/sticky-footer-navbar/)
22:25:06	5208/5208	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/non-responsive/non-responsive.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/non-responsive/non-responsive.css	(from http://getbootstrap.com/examples/non-responsive/)
22:25:06	990/990	---MCZ	200	added ('OK')	text/css	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/offcanvas/offcanvas.css	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/offcanvas/offcanvas.css	(from http://getbootstrap.com/examples/offcanvas/)
22:25:07	140/140	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2026%20Apr%202016%2022:02:33%20GMT	http://getbootstrap.com/examples/offcanvas/offcanvas.js	C:/My%20Web%20Sites/http___getbootstrap.com_/getbootstrap.com/examples/offcanvas/offcanvas.js	(from http://getbootstrap.com/examples/offcanvas/)
22:25:10	97244/97244	---MC-	200	added ('OK')	text/javascript	date:Fri,%2018%20Mar%202016%2021:26:11%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.12.2/jquery.min.js	C:/My%20Web%20Sites/http___getbootstrap.com_/ajax.googleapis.com/ajax/libs/jquery/1.12.2/jquery.min.js	(from http://getbootstrap.com/browser-bugs/)
